success_rate,avg_hops,avg_total_delay,avg_total_bandwidth,avg_path_reward,seed
1.0,2.3333333333333335,16.0,17.666666666666668,1.236111111111111,7
1.0,2.6666666666666665,13.333333333333334,23.666666666666668,1.763888888888889,42
1.0,2.6666666666666665,13.333333333333334,23.666666666666668,1.763888888888889,101
1.0,2.3333333333333335,14.0,18.666666666666668,1.3611111111111114,202
1.0,2.3333333333333335,13.333333333333334,19.666666666666668,1.4305555555555556,777
