epsilon,path_reward_mean,total_bandwidth_mean,total_delay_mean,total_delay_std,total_delay_median,total_delay_max,hops_mean,gain_delay_mean_pct,gain_path_reward_pct
0.2,2.013888888888889,28.333333333333332,20.0,1.4142135623730951,19.0,22.0,3.3333333333333335,-5.263157894736842,17.886178861788622
0.3,1.6388888888888886,23.666666666666668,20.333333333333332,1.8856180831641267,19.0,23.0,3.0,-7.017543859649117,-4.065040650406516
